MIRNA	HOST	HOST_EXPR	HOST_TC	TARGET	TAR_EXPR	TAR_TC	DELTAG
hsa-miR-26b-5p	CTDSP1	21.0	15	RPRD2	4.0	4	-9.59
hsa-miR-26b-5p	CTDSP1	21.0	15	POP4	2.0	13	-11.83
hsa-miR-26b-5p	CTDSP1	21.0	15	ACADSB	4.0	4	-8.88
hsa-miR-26b-5p	CTDSP1	21.0	15	SSH2	1.0	12	-16.88
hsa-miR-26b-5p	CTDSP1	21.0	15	HSPA4	9.0	6	-17.15
hsa-miR-26b-5p	CTDSP1	21.0	15	HLA-DQB2	0.2	4	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	ZBTB24	1.0	1	-14.33
hsa-miR-26b-5p	CTDSP1	21.0	15	HNRNPA0	15.0	1	-11.75
hsa-miR-26b-5p	CTDSP1	21.0	15	PIM1	7.0	3	-12.38
hsa-miR-26b-5p	CTDSP1	21.0	15	KIAA0408	0.0	5	-10.86
hsa-miR-26b-5p	CTDSP1	21.0	15	DNAJC2	3.0	11	-15.54
hsa-miR-26b-5p	CTDSP1	21.0	15	NPRL2	9.0	17	-12.37
hsa-miR-26b-5p	CTDSP1	21.0	15	MDM2	4.0	36	-14.92
hsa-miR-26b-5p	CTDSP1	21.0	15	SREK1IP1	2.0	5	-15.16
hsa-miR-26b-5p	CTDSP1	21.0	15	RAMP2-AS1	0.5	5	-11.79
hsa-miR-26b-5p	CTDSP1	21.0	15	CES2	5.0	12	-14.88
hsa-miR-26b-5p	CTDSP1	21.0	15	ABHD2	12.0	11	-20.04
hsa-miR-26b-5p	CTDSP1	21.0	15	MPV17	5.0	23	-9.38
hsa-miR-26b-5p	CTDSP1	21.0	15	BLNK	3.0	9	-8.89
hsa-miR-26b-5p	CTDSP1	21.0	15	DNMBP	4.0	4	-16.33
hsa-miR-26b-5p	CTDSP1	21.0	15	ABCG2	0.1	4	-9.63
hsa-miR-26b-5p	CTDSP1	21.0	15	KDM5D	10.0	10	-6.95
hsa-miR-26b-5p	CTDSP1	21.0	15	FAM126B	1.0	11	-10.33
hsa-miR-26b-5p	CTDSP1	21.0	15	MCMBP	5.0	5	-9.84
hsa-miR-26b-5p	CTDSP1	21.0	15	PSAT1	24.0	2	-14.68
hsa-miR-26b-5p	CTDSP1	21.0	15	GPR22	0.0	3	-10.93
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF468	2.0	7	-10.34
hsa-miR-26b-5p	CTDSP1	21.0	15	GPR1	0.0	10	-10.57
hsa-miR-26b-5p	CTDSP1	21.0	15	NLGN4X	0.1	8	-10.75
hsa-miR-26b-5p	CTDSP1	21.0	15	GFOD2	2.0	7	-10.42
hsa-miR-26b-5p	CTDSP1	21.0	15	GPATCH2	0.9	5	-9.34
hsa-miR-26b-5p	CTDSP1	21.0	15	TP53I3	9.0	6	-11.4
hsa-miR-26b-5p	CTDSP1	21.0	15	POLA1	1.0	6	-8.45
hsa-miR-26b-5p	CTDSP1	21.0	15	GABRG3	0.0	8	-12.2
hsa-miR-26b-5p	CTDSP1	21.0	15	CRLF1	2.0	5	-11.78
hsa-miR-26b-5p	CTDSP1	21.0	15	CSPG5	0.0	5	-10.78
hsa-miR-26b-5p	CTDSP1	21.0	15	STXBP3	5.0	7	-7.55
hsa-miR-26b-5p	CTDSP1	21.0	15	IDI1	6.0	5	-7.25
hsa-miR-26b-5p	CTDSP1	21.0	15	FAM208B	4.0	13	-8.86
hsa-miR-26b-5p	CTDSP1	21.0	15	FAM212B	0.4	8	-7.05
hsa-miR-26b-5p	CTDSP1	21.0	15	RELB	4.0	7	-12.26
hsa-miR-26b-5p	CTDSP1	21.0	15	S100A7A	0.0	3	-10.94
hsa-miR-26b-5p	CTDSP1	21.0	15	SLFN12	0.5	8	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	SIDT1	0.3	12	-9.85
hsa-miR-26b-5p	CTDSP1	21.0	15	POM121L1P	0.0	2	-8.96
hsa-miR-26b-5p	CTDSP1	21.0	15	RPL39	134.0	3	-12.16
hsa-miR-26b-5p	CTDSP1	21.0	15	TMEM2	4.0	13	-14.72
hsa-miR-26b-5p	CTDSP1	21.0	15	SMIM9	0.0	3	-9.59
hsa-miR-26b-5p	CTDSP1	21.0	15	PTRH2	2.0	5	-14.56
hsa-miR-26b-5p	CTDSP1	21.0	15	TUBGCP4	1.0	12	-11.47
hsa-miR-26b-5p	CTDSP1	21.0	15	RGS17	0.4	2	-13.28
hsa-miR-26b-5p	CTDSP1	21.0	15	DVL3	13.0	8	-10.02
hsa-miR-26b-5p	CTDSP1	21.0	15	HECA	3.0	1	-7.95
hsa-miR-26b-5p	CTDSP1	21.0	15	LRRC8E	0.1	6	-8.84
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF254	1.0	9	-8.33
hsa-miR-26b-5p	CTDSP1	21.0	15	DCAF16	5.0	3	-11.29
hsa-miR-26b-5p	CTDSP1	21.0	15	MYBPC1	0.2	24	-9.93
hsa-miR-26b-5p	CTDSP1	21.0	15	VAMP7	5.0	6	-12.48
hsa-miR-26b-5p	CTDSP1	21.0	15	CENPQ	1.0	1	-10.49
hsa-miR-26b-5p	CTDSP1	21.0	15	MED22	3.0	10	-12.03
hsa-miR-26b-5p	CTDSP1	21.0	15	RNF216	4.0	9	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	GNB3	1.0	9	-10.9
hsa-miR-26b-5p	CTDSP1	21.0	15	DCP1A	3.0	6	-11.74
hsa-miR-26b-5p	CTDSP1	21.0	15	TUBD1	2.0	16	-7.57
hsa-miR-26b-5p	CTDSP1	21.0	15	MKNK1	27.0	28	-7.58
hsa-miR-26b-5p	CTDSP1	21.0	15	ITFG1	3.0	12	-10.37
hsa-miR-26b-5p	CTDSP1	21.0	15	SMAD6	0.7	5	-11.78
hsa-miR-26b-5p	CTDSP1	21.0	15	ADAMTS12	0.2	4	-14.24
hsa-miR-26b-5p	CTDSP1	21.0	15	METAP2	10.0	11	-14.03
hsa-miR-26b-5p	CTDSP1	21.0	15	COL4A4	1.0	1	-10.27
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF141	1.0	6	-8.39
hsa-miR-26b-5p	CTDSP1	21.0	15	CCDC144A	0.3	12	-8.89
hsa-miR-26b-5p	CTDSP1	21.0	15	TMEM30A	23.0	4	-13.27
hsa-miR-26b-5p	CTDSP1	21.0	15	MAGT1	11.0	5	-10.44
hsa-miR-26b-5p	CTDSP1	21.0	15	STIL	0.3	9	-14.23
hsa-miR-26b-5p	CTDSP1	21.0	15	MEGF8	3.0	7	-9.13
hsa-miR-26b-5p	CTDSP1	21.0	15	TNKS	2.0	13	-16.36
hsa-miR-26b-5p	CTDSP1	21.0	15	IGF1R	6.0	17	-11.03
hsa-miR-26b-5p	CTDSP1	21.0	15	TAZ	7.0	24	-12.14
hsa-miR-26b-5p	CTDSP1	21.0	15	LRRC8D	3.0	7	-11.2
hsa-miR-26b-5p	CTDSP1	21.0	15	KIF4A	0.0	2	-12.95
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC28A1	0.0	4	-8.56
hsa-miR-26b-5p	CTDSP1	21.0	15	LINC00483	0.1	5	-7.31
hsa-miR-26b-5p	CTDSP1	21.0	15	FAM107B	10.0	29	-10.92
hsa-miR-26b-5p	CTDSP1	21.0	15	DNAL4	6.0	4	-11.56
hsa-miR-26b-5p	CTDSP1	21.0	15	SPRY1	5.0	8	-16.73
hsa-miR-26b-5p	CTDSP1	21.0	15	PHKA2	7.0	8	-8.86
hsa-miR-26b-5p	CTDSP1	21.0	15	HIST2H4A	0.0	4	-9.08
hsa-miR-26b-5p	CTDSP1	21.0	15	NAA40	5.0	10	-7.94
hsa-miR-26b-5p	CTDSP1	21.0	15	BEND4	0.0	3	-16.78
hsa-miR-26b-5p	CTDSP1	21.0	15	POU2F3	0.1	7	-15.2
hsa-miR-26b-5p	CTDSP1	21.0	15	DIS3	2.0	5	-12.26
hsa-miR-26b-5p	CTDSP1	21.0	15	HIVEP3	0.4	7	-10.53
hsa-miR-26b-5p	CTDSP1	21.0	15	SYNE1	2.0	40	-15.52
hsa-miR-26b-5p	CTDSP1	21.0	15	WRB	3.0	14	-12.23
hsa-miR-26b-5p	CTDSP1	21.0	15	MTDH	8.0	6	-14.44
hsa-miR-26b-5p	CTDSP1	21.0	15	THAP3	3.0	8	-13.29
hsa-miR-26b-5p	CTDSP1	21.0	15	PNRC1	18.0	3	-10.14
hsa-miR-26b-5p	CTDSP1	21.0	15	ERI2	2.0	15	-7.1
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC7A1	9.0	3	-12.92
hsa-miR-26b-5p	CTDSP1	21.0	15	LMCD1	3.0	7	-11.37
hsa-miR-26b-5p	CTDSP1	21.0	15	ASXL3	0.2	15	-12.11
hsa-miR-26b-5p	CTDSP1	21.0	15	LRRC2	0.5	4	-13.78
hsa-miR-26b-5p	CTDSP1	21.0	15	CTSZ	26.0	4	-7.19
hsa-miR-26b-5p	CTDSP1	21.0	15	STK16	5.0	13	-9.99
hsa-miR-26b-5p	CTDSP1	21.0	15	TMTC3	1.0	4	-11.29
hsa-miR-26b-5p	CTDSP1	21.0	15	ORC6	1.0	9	-19.56
hsa-miR-26b-5p	CTDSP1	21.0	15	SMNDC1	3.0	5	-10.46
hsa-miR-26b-5p	CTDSP1	21.0	15	MAT2B	4.0	8	-9.44
hsa-miR-26b-5p	CTDSP1	21.0	15	SKIL	2.0	10	-12.26
hsa-miR-26b-5p	CTDSP1	21.0	15	TAF4B	0.8	4	-12.59
hsa-miR-26b-5p	CTDSP1	21.0	15	ALG9	2.0	17	-13.14
hsa-miR-26b-5p	CTDSP1	21.0	15	BLOC1S5	2.0	6	-10.84
hsa-miR-26b-5p	CTDSP1	21.0	15	FMO3	0.8	6	-12.72
hsa-miR-26b-5p	CTDSP1	21.0	15	CHERP	5.0	7	-7.19
hsa-miR-26b-5p	CTDSP1	21.0	15	KCNN2	1.0	9	-8.06
hsa-miR-26b-5p	CTDSP1	21.0	15	PRKX	2.0	4	-15.52
hsa-miR-26b-5p	CTDSP1	21.0	15	TRPC7	0.0	7	-7.62
hsa-miR-26b-5p	CTDSP1	21.0	15	IFRD1	19.0	17	-9.55
hsa-miR-26b-5p	CTDSP1	21.0	15	RASGRF1	0.3	9	-7.55
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF664	13.0	14	-11.98
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC22A8	0.0	10	-14.69
hsa-miR-26b-5p	CTDSP1	21.0	15	PDE11A	0.3	12	-15.23
hsa-miR-26b-5p	CTDSP1	21.0	15	PHGDH	10.0	7	-12.96
hsa-miR-26b-5p	CTDSP1	21.0	15	APBB2	1.0	30	-7.84
hsa-miR-26b-5p	CTDSP1	21.0	15	NAA50	6.0	11	-11.84
hsa-miR-26b-5p	CTDSP1	21.0	15	USP9X	5.0	8	-17.01
hsa-miR-26b-5p	CTDSP1	21.0	15	NUFIP2	5.0	2	-12.04
hsa-miR-26b-5p	CTDSP1	21.0	15	ALDH6A1	4.0	7	-12.21
hsa-miR-26b-5p	CTDSP1	21.0	15	ADM2	5.0	2	-9.97
hsa-miR-26b-5p	CTDSP1	21.0	15	G6PD	3.0	11	-9.91
hsa-miR-26b-5p	CTDSP1	21.0	15	SSR1	9.0	10	-16.33
hsa-miR-26b-5p	CTDSP1	21.0	15	DIABLO	0.7	15	-11.34
hsa-miR-26b-5p	CTDSP1	21.0	15	GRIK2	0.2	11	-11.54
hsa-miR-26b-5p	CTDSP1	21.0	15	SEPT14	0.1		-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	C8orf33	8.0	5	-8.34
hsa-miR-26b-5p	CTDSP1	21.0	15	NELFCD	8.0	14	-11.98
hsa-miR-26b-5p	CTDSP1	21.0	15	TIPARP	2.0	7	-11.12
hsa-miR-26b-5p	CTDSP1	21.0	15	SLFN13	0.5	11	-10.63
hsa-miR-26b-5p	CTDSP1	21.0	15	RAP1B	3.0	33	-13.2
hsa-miR-26b-5p	CTDSP1	21.0	15	KIAA0232	3.0	5	-15.65
hsa-miR-26b-5p	CTDSP1	21.0	15	FUT8	3.0	15	-10.35
hsa-miR-26b-5p	CTDSP1	21.0	15	MICA	7.0	7	-8.45
hsa-miR-26b-5p	CTDSP1	21.0	15	TMEM168	2.0	7	-16.55
hsa-miR-26b-5p	CTDSP1	21.0	15	ZBTB18	10.0	2	-17.85
hsa-miR-26b-5p	CTDSP1	21.0	15	PTGS2	0.1	5	-12.44
hsa-miR-26b-5p	CTDSP1	21.0	15	ARL8B	10.0	8	-10.78
hsa-miR-26b-5p	CTDSP1	21.0	15	RABL3	2.0	8	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	MED31	1.0	4	-9.74
hsa-miR-26b-5p	CTDSP1	21.0	15	TRAF3	1.0	9	-11.73
hsa-miR-26b-5p	CTDSP1	21.0	15	CDIPT	19.0	10	-8.02
hsa-miR-26b-5p	CTDSP1	21.0	15	TXLNA	13.0	2	-9.35
hsa-miR-26b-5p	CTDSP1	21.0	15	HPSE	0.2	7	-14.88
hsa-miR-26b-5p	CTDSP1	21.0	15	TMX4	4.0	4	-14.21
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC25A36	11.0	15	-15.35
hsa-miR-26b-5p	CTDSP1	21.0	15	HIST2H4B	0.0	3	-9.08
hsa-miR-26b-5p	CTDSP1	21.0	15	FGL2	0.8	1	-14.76
hsa-miR-26b-5p	CTDSP1	21.0	15	ASTN2	1.0	8	-11.68
hsa-miR-26b-5p	CTDSP1	21.0	15	RGS3	2.0	32	-9.11
hsa-miR-26b-5p	CTDSP1	21.0	15	ANKRD36BP1	0.0	2	-8.43
hsa-miR-26b-5p	CTDSP1	21.0	15	UBE2V2	2.0	8	-14.92
hsa-miR-26b-5p	CTDSP1	21.0	15	PCNA	13.0	2	-11.66
hsa-miR-26b-5p	CTDSP1	21.0	15	NAMPT	6.0	13	-12.6
hsa-miR-26b-5p	CTDSP1	21.0	15	CCL7	0.0	3	-8.51
hsa-miR-26b-5p	CTDSP1	21.0	15	WDHD1	0.2	5	-9.11
hsa-miR-26b-5p	CTDSP1	21.0	15	CREBZF	16.0	9	-16.69
hsa-miR-26b-5p	CTDSP1	21.0	15	ATP7B	0.9	9	-10.28
hsa-miR-26b-5p	CTDSP1	21.0	15	SUSD5	0.1	2	-8.06
hsa-miR-26b-5p	CTDSP1	21.0	15	CHMP7	5.0	10	-16.27
hsa-miR-26b-5p	CTDSP1	21.0	15	TOP1	10.0	1	-12.72
hsa-miR-26b-5p	CTDSP1	21.0	15	HEXA	3.0	16	-8.97
hsa-miR-26b-5p	CTDSP1	21.0	15	ALPK3	3.0	2	-12.31
hsa-miR-26b-5p	CTDSP1	21.0	15	CLSTN2	0.7	3	-10.84
hsa-miR-26b-5p	CTDSP1	21.0	15	CDH9	0.0	5	-10.79
hsa-miR-26b-5p	CTDSP1	21.0	15	XRCC2	0.2	2	-11.48
hsa-miR-26b-5p	CTDSP1	21.0	15	PANK3	3.0	3	-13.43
hsa-miR-26b-5p	CTDSP1	21.0	15	DUT	7.0	11	-10.41
hsa-miR-26b-5p	CTDSP1	21.0	15	CCNE1	0.4	7	-9.79
hsa-miR-26b-5p	CTDSP1	21.0	15	INHA	2.0	2	-7.51
hsa-miR-26b-5p	CTDSP1	21.0	15	POU2F1	0.9	16	-18.41
hsa-miR-26b-5p	CTDSP1	21.0	15	BRD3	2.0	6	-9.15
hsa-miR-26b-5p	CTDSP1	21.0	15	PHLPP2	0.6	7	-12.42
hsa-miR-26b-5p	CTDSP1	21.0	15	BCLAF1	10.0	23	-9.35
hsa-miR-26b-5p	CTDSP1	21.0	15	TPPP	1.0	1	-9.5
hsa-miR-26b-5p	CTDSP1	21.0	15	MCTP2	1.0	9	-13.58
hsa-miR-26b-5p	CTDSP1	21.0	15	CES3	2.0	8	-9.87
hsa-miR-26b-5p	CTDSP1	21.0	15	POMP	17.0	2	-6.5
hsa-miR-26b-5p	CTDSP1	21.0	15	PARK2	0.3	11	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC38A2	20.0	14	-16.15
hsa-miR-26b-5p	CTDSP1	21.0	15	MAP3K12	2.0	11	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	ARFIP2	13.0	10	-8.96
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF652	3.0	4	-13.85
hsa-miR-26b-5p	CTDSP1	21.0	15	MPHOSPH8	11.0	5	-8.93
hsa-miR-26b-5p	CTDSP1	21.0	15	CSGALNACT2	3.0	1	-12.47
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC7A11	0.9	2	-10.73
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC39A6	7.0	4	-6.92
hsa-miR-26b-5p	CTDSP1	21.0	15	PTPRO	0.1	12	-10.5
hsa-miR-26b-5p	CTDSP1	21.0	15	PSMD5	5.0	8	-7.06
hsa-miR-26b-5p	CTDSP1	21.0	15	VPS33A	1.0	9	-9.44
hsa-miR-26b-5p	CTDSP1	21.0	15	UBR4	5.0	17	-13.45
hsa-miR-26b-5p	CTDSP1	21.0	15	BRD8	8.0	26	-11.79
hsa-miR-26b-5p	CTDSP1	21.0	15	IGSF6	0.3	3	-8.89
hsa-miR-26b-5p	CTDSP1	21.0	15	AUP1	53.0	8	-11.29
hsa-miR-26b-5p	CTDSP1	21.0	15	PAK1	5.0	20	-11.94
hsa-miR-26b-5p	CTDSP1	21.0	15	CDK9	18.0	5	-11.86
hsa-miR-26b-5p	CTDSP1	21.0	15	TCF12	3.0	28	-10.61
hsa-miR-26b-5p	CTDSP1	21.0	15	SCN2A	0.1	7	-14.09
hsa-miR-26b-5p	CTDSP1	21.0	15	MGST3	4.0	14	-14.92
hsa-miR-26b-5p	CTDSP1	21.0	15	WDR60	2.0	5	-16.69
hsa-miR-26b-5p	CTDSP1	21.0	15	ASNS	8.0	17	-11.7
hsa-miR-26b-5p	CTDSP1	21.0	15	PSMD7	9.0	6	-8.92
hsa-miR-26b-5p	CTDSP1	21.0	15	INTS7	2.0	11	-11.09
hsa-miR-26b-5p	CTDSP1	21.0	15	ADARB1	1.0	15	-10.34
hsa-miR-26b-5p	CTDSP1	21.0	15	LUC7L2	7.0	1	-9.55
hsa-miR-26b-5p	CTDSP1	21.0	15	CA1	0.0	25	-10.17
hsa-miR-26b-5p	CTDSP1	21.0	15	ARPP19	7.0	13	-14.92
hsa-miR-26b-5p	CTDSP1	21.0	15	SORCS3	0.0	3	-9.62
hsa-miR-26b-5p	CTDSP1	21.0	15	MBIP	3.0	11	-11.58
hsa-miR-26b-5p	CTDSP1	21.0	15	UBL3	12.0	1	-10.86
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF23	0.4	11	-9.43
hsa-miR-26b-5p	CTDSP1	21.0	15	DONSON	2.0	13	-8.37
hsa-miR-26b-5p	CTDSP1	21.0	15	MRPS16	10.0	5	-9.5
hsa-miR-26b-5p	CTDSP1	21.0	15	MTHFS	2.0	4	-12.12
hsa-miR-26b-5p	CTDSP1	21.0	15	PLAG1	0.3	5	-11.16
hsa-miR-26b-5p	CTDSP1	21.0	15	ANXA8L1	0.0	8	-9.83
hsa-miR-26b-5p	CTDSP1	21.0	15	MPDZ	1.0	19	-11.81
hsa-miR-26b-5p	CTDSP1	21.0	15	CBLL1	2.0	8	-12.64
hsa-miR-26b-5p	CTDSP1	21.0	15	SDE2	3.0	1	-8.43
hsa-miR-26b-5p	CTDSP1	21.0	15	DAB2	6.0	17	-10.09
hsa-miR-26b-5p	CTDSP1	21.0	15	LRRC40	2.0	1	-11.85
hsa-miR-26b-5p	CTDSP1	21.0	15	JAM2	0.9	7	-14.55
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF195	3.0	30	-8.31
hsa-miR-26b-5p	CTDSP1	21.0	15	SUCO	7.0	10	-8.61
hsa-miR-26b-5p	CTDSP1	21.0	15	TUSC3	5.0	13	-9.32
hsa-miR-26b-5p	CTDSP1	21.0	15	MAP4K3	4.0	13	-8.8
hsa-miR-26b-5p	CTDSP1	21.0	15	TSGA10	0.7	19	-10.1
hsa-miR-26b-5p	CTDSP1	21.0	15	XDH	0.2	3	-12.51
hsa-miR-26b-5p	CTDSP1	21.0	15	TEX30	1.0	7	-8.83
hsa-miR-26b-5p	CTDSP1	21.0	15	CCNI	48.0	9	-14.35
hsa-miR-26b-5p	CTDSP1	21.0	15	CCDC170	0.0	3	-9.74
hsa-miR-26b-5p	CTDSP1	21.0	15	TRPV6	15.0	9	-11.66
hsa-miR-26b-5p	CTDSP1	21.0	15	DSC1	0.0	2	-10.74
hsa-miR-26b-5p	CTDSP1	21.0	15	CYB5R4	0.8	3	-11.25
hsa-miR-26b-5p	CTDSP1	21.0	15	CCNDBP1	5.0	15	-7.85
hsa-miR-26b-5p	CTDSP1	21.0	15	DYRK1A	3.0	9	-16.09
hsa-miR-26b-5p	CTDSP1	21.0	15	COLEC12	0.8	3	-11.46
hsa-miR-26b-5p	CTDSP1	21.0	15	OFD1	7.0	9	-10.35
hsa-miR-26b-5p	CTDSP1	21.0	15	SRRM2	100.0	31	-11.56
hsa-miR-26b-5p	CTDSP1	21.0	15	CACNB2	2.0	16	-13.04
hsa-miR-26b-5p	CTDSP1	21.0	15	PHAX	2.0	5	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	MTA3	2.0	19	-7.44
hsa-miR-26b-5p	CTDSP1	21.0	15	TRIM58	0.4	1	-7.48
hsa-miR-26b-5p	CTDSP1	21.0	15	GPBP1L1	9.0	14	-11.79
hsa-miR-26b-5p	CTDSP1	21.0	15	SYNCRIP	9.0	4	-12.99
hsa-miR-26b-5p	CTDSP1	21.0	15	PIK3R4	3.0	8	-10.54
hsa-miR-26b-5p	CTDSP1	21.0	15	MAPK6	2.0	8	-11.57
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF680	1.0	5	-9.49
hsa-miR-26b-5p	CTDSP1	21.0	15	CYP4F11	1.0	5	-11.24
hsa-miR-26b-5p	CTDSP1	21.0	15	RORB	0.0	2	-7.01
hsa-miR-26b-5p	CTDSP1	21.0	15	PCYOX1	6.0	6	-9.54
hsa-miR-26b-5p	CTDSP1	21.0	15	SASS6	0.7	2	-10.23
hsa-miR-26b-5p	CTDSP1	21.0	15	SACS	1.0	6	-18.03
hsa-miR-26b-5p	CTDSP1	21.0	15	GUF1	3.0	4	-12.02
hsa-miR-26b-5p	CTDSP1	21.0	15	C19orf52	4.0	3	-9.46
hsa-miR-26b-5p	CTDSP1	21.0	15	RNF187	18.0	2	-10.5
hsa-miR-26b-5p	CTDSP1	21.0	15	GTF2A2	4.0	10	-15.2
hsa-miR-26b-5p	CTDSP1	21.0	15	KIAA1462	4.0	3	-10.25
hsa-miR-26b-5p	CTDSP1	21.0	15	MYOZ3	0.1	9	-13.83
hsa-miR-26b-5p	CTDSP1	21.0	15	CADM1	1.0	25	-15.41
hsa-miR-26b-5p	CTDSP1	21.0	15	KRT222	0.1	1	-7.13
hsa-miR-26b-5p	CTDSP1	21.0	15	TRIB1	6.0	4	-7.76
hsa-miR-26b-5p	CTDSP1	21.0	15	HDAC5	6.0	12	-13.99
hsa-miR-26b-5p	CTDSP1	21.0	15	PITPNC1	4.0	7	-13.25
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF566	0.7	11	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	SSBP2	1.0	21	-9.62
hsa-miR-26b-5p	CTDSP1	21.0	15	DBNL	4.0	22	-10.16
hsa-miR-26b-5p	CTDSP1	21.0	15	CNTRL	2.0	12	-11.04
hsa-miR-26b-5p	CTDSP1	21.0	15	ZNF696	1.0	6	-10.62
hsa-miR-26b-5p	CTDSP1	21.0	15	MCUR1	3.0	3	-14.18
hsa-miR-26b-5p	CTDSP1	21.0	15	CCSER2	2.0	10	-10.0
hsa-miR-26b-5p	CTDSP1	21.0	15	CRYZ	13.0	7	-9.92
hsa-miR-26b-5p	CTDSP1	21.0	15	TP53TG5	0.1	4	-12.16
hsa-miR-26b-5p	CTDSP1	21.0	15	GREB1	1.0	10	-12.0
hsa-miR-26b-5p	CTDSP1	21.0	15	CAMK4	0.0	13	-13.67
hsa-miR-26b-5p	CTDSP1	21.0	15	RLF	2.0	1	-10.59
hsa-miR-26b-5p	CTDSP1	21.0	15	RBMS2	3.0	8	-13.03
hsa-miR-26b-5p	CTDSP1	21.0	15	MTMR12	7.0	7	-10.13
hsa-miR-26b-5p	CTDSP1	21.0	15	RFX7	1.0	3	-15.9
hsa-miR-26b-5p	CTDSP1	21.0	15	CLOCK	2.0	11	-15.2
hsa-miR-26b-5p	CTDSP1	21.0	15	CASP9	5.0	11	-11.15
hsa-miR-26b-5p	CTDSP1	21.0	15	ZKSCAN1	11.0	6	-10.52
hsa-miR-26b-5p	CTDSP1	21.0	15	DHX35	2.0	7	-9.11
hsa-miR-26b-5p	CTDSP1	21.0	15	SLC31A1	4.0	2	-11.68
hsa-miR-26b-5p	CTDSP1	21.0	15	FBLN5	9.0	9	-9.91
hsa-miR-26b-5p	CTDSP1	21.0	15	PARP11	0.8	8	-25.29
hsa-miR-26b-5p	CTDSP1	21.0	15	BTN3A3	1.0	15	-7.9
hsa-miR-26b-5p	CTDSP1	21.0	15	HIST2H2BF	1.0	5	-10.11
hsa-miR-26b-5p	CTDSP1	21.0	15	PACRG	0.8	11	-9.43
hsa-miR-26b-5p	CTDSP1	21.0	15	ATP6AP1	15.0	10	-6.75
hsa-miR-26b-5p	CTDSP1	21.0	15	MAP2K4	3.0	15	-10.45
hsa-miR-26b-5p	CTDSP1	21.0	15	SRSF6	46.0	2	-14.6
hsa-miR-26b-5p	CTDSP1	21.0	15	GPNMB	2.0	14	-8.43
hsa-miR-26b-5p	CTDSP1	21.0	15	CYP4F8	0.0	12	-7.6
hsa-miR-26b-5p	CTDSP1	21.0	15	MMD	0.9	3	-9.11
hsa-miR-26b-5p	CTDSP1	21.0	15	GBP2	1.0	4	-8.8
hsa-miR-26b-5p	CTDSP1	21.0	15	POTEJ	0.0	1	-10.86
hsa-miR-26b-5p	CTDSP1	21.0	15	RPS6KA6	0.4	4	-15.79
hsa-miR-26b-5p	CTDSP1	21.0	15	NDUFS7	4.0	20	-13.49
hsa-miR-26b-5p	CTDSP1	21.0	15	VPS54	7.0	4	-7.9
hsa-miR-26b-5p	CTDSP1	21.0	15	C9orf16	15.0	4	-13.61
hsa-miR-26b-5p	CTDSP1	21.0	15	GUSB	10.0	14	-15.62
hsa-miR-26b-5p	CTDSP1	21.0	15	RRAGC	2.0	4	-13.27
hsa-miR-26b-5p	CTDSP1	21.0	15	RPGRIP1	0.1	13	-10.44
hsa-miR-26b-5p	CTDSP1	21.0	15	OAZ2	4.0	9	-9.96
hsa-miR-26b-5p	CTDSP1	21.0	15	DNAJC6	0.4	8	-11.89
hsa-miR-26b-5p	CTDSP1	21.0	15	BTG1	26.0	2	-12.0
hsa-miR-26b-5p	CTDSP1	21.0	15	PPAT	2.0	5	-15.48
hsa-miR-26b-5p	CTDSP1	21.0	15	URB2	1.0	2	-11.05
hsa-miR-26b-5p	CTDSP1	21.0	15	INPP5D	0.8	14	-7.68
hsa-miR-26b-5p	CTDSP1	21.0	15	SFRP4	0.8	3	-14.31
hsa-miR-26b-5p	CTDSP1	21.0	15	NDUFS8	7.0	15	-14.29
hsa-miR-26b-5p	CTDSP1	21.0	15	TXNRD1	4.0	24	-13.74
hsa-miR-26b-5p	CTDSP1	21.0	15	KIF1C	16.0	4	-12.94
hsa-miR-26b-5p	CTDSP1	21.0	15	KLHL24	3.0	15	-11.07
hsa-miR-26b-5p	CTDSP1	21.0	15	NR2C2	4.0	13	-8.81
