Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000117461	PIK3R3	0.8	3	7	3	2	0.7	2	0.6	3
ENSG00000117472	TSPAN1	43	52	22	3	7	39	71	40	58
ENSG00000117475	BLZF1	12	8	5	7	11	7	6	8	6
ENSG00000117477	CCDC181	0.3	1	0.1	1		0.1		0.3	0.9
ENSG00000117479	SLC19A2	6	4	1	2	3	1	2	2	3
ENSG00000117480	FAAH	10	0.2	0.2	7	1	2	11	0.1	7
ENSG00000117481	NSUN4	4	4	4	4	2	2	3	2	2
ENSG00000117500	TMED5	7	7	11	12	6	8	7	8	4
ENSG00000117505	DR1	7	7	8	9	6	9	7	6	4
ENSG00000117519	CNN3	15	30	0.4	139	47	81	7	3	41
ENSG00000117523	PRRC2C	48	28	39	19	24	13	29	16	17
ENSG00000117525	F3	193	89	0.1	58	80	257	51	96	28
ENSG00000117528	ABCD3	11	9	10	11	5	6	7	8	4
ENSG00000117533	VAMP4	2	1	4	2	2	1	1	1	2
ENSG00000117543	DPH5	4	10	12	6	4	5	6	4	5
ENSG00000117569	PTBP2	1	1	0.9	1	0.4	1	0.9	0.6	0.5
ENSG00000117586	TNFSF4	0.4	0.1	6	0.6	0.2	0.3			0.1
ENSG00000117592	PRDX6	126	111	166	71	75	94	84	85	70
ENSG00000117593	DARS2	27	30	46	7	10	21	20	16	15
ENSG00000117594	HSD11B1	0.6	0.1				1			0.2
ENSG00000117595	IRF6	20	63		0.1	2	11	45		13
ENSG00000117597	DIEXF	6	6	5	3	3	3	3	2	2
ENSG00000117598	PLPPR5							1	0.2	
ENSG00000117600	PLPPR4				0.1					
ENSG00000117601	SERPINC1		0.1			0.1				0.1
ENSG00000117602	RCAN3	4	4	2	4	1	2	3	2	3
ENSG00000117614	SYF2	12	11	13	11	7	12	6	8	11
ENSG00000117616	RSRP1	7	4	2	11	3	5	3	3	4
ENSG00000117620	SLC35A3	5	4	5	5	3	6	4	7	3
ENSG00000117625	RCOR3	3	4	4	3	3	2	3	3	2
ENSG00000117632	STMN1	47	39	86	72	35	51	22	27	52
ENSG00000117640	MTFR1L	3	3	4	8	1	3	3	4	3
ENSG00000117643	MAN1C1	0.1	0.4	0.3	0.9	0.1	0.1	0.1	0.1	0.1
ENSG00000117650	NEK2	20	24	32	14	27	10	9	8	11
ENSG00000117676	RPS6KA1	15	15	7	11	6	22	16	10	8
ENSG00000117682	DHDDS	6	9	5	10	5	7	7	7	4
ENSG00000117691	NENF	16	15	30	12	13	9	12	17	16
ENSG00000117697	NSL1	8	7	6	4	4	4	6	5	4
ENSG00000117707	PROX1	0.1	0.1		0.6		0.2	0.1	0.1	0.4
ENSG00000117713	ARID1A	20	9	8	15	12	14	20	12	13
ENSG00000117724	CENPF	34	29	59	34	57	15	17	11	22
ENSG00000117748	RPA2	19	27	25	26	14	32	19	12	27
ENSG00000117751	PPP1R8	16	17	19	17	13	18	16	14	14
ENSG00000117758	STX12	9	7	7	9	5	6	6	8	7
ENSG00000117791	MARC2	4	3	5	4	3	2	3	2	5
ENSG00000117834	SLC5A9				0.1					
ENSG00000117859	OSBPL9	9	14	19	14	6	9	7	5	6
ENSG00000117862	TXNDC12	16	20	30	16	12	17	12	12	13
ENSG00000117868	ESYT2	15	26	42	43	69	25	17	31	18
ENSG00000117877	CD3EAP	3	6	4	4	5	13	6	7	2
ENSG00000117899	MESDC2	9	10	5	7	8	8	12	19	14
ENSG00000117906	RCN2	8	9	6	5	4	11	9	6	15
ENSG00000117971	CHRNB4		1				0.1	0.1	0.1	0.2
ENSG00000117983	MUC5B	0.3			0.1	1	0.1	0.2	15	0.2
ENSG00000117984	CTSD	136	146	72	176	236	116	307	81	327
ENSG00000118004	COLEC11		0.4	0.2					0.1	0.1
ENSG00000118007	STAG1	9	9	9	7	11	6	9	5	6
ENSG00000118017	A4GNT	0.1		0.1	0.1					
ENSG00000118046	STK11	11	6	9	8	9	6	5	8	8
ENSG00000118058	KMT2A	10	7	12	10	7	6	8	3	6
ENSG00000118094	TREH				0.1			0.1		
ENSG00000118096	IFT46	3	5	3	0.9	3	3	8	2	5
ENSG00000118137	APOA1						0.1		0.3	0.3
ENSG00000118160	SLC8A2		0.3	0.1						0.1
ENSG00000118162	KPTN	5	6	5	5	4	8	8	5	4
ENSG00000118181	RPS25	385	294	375	268	142	289	338	158	547
ENSG00000118193	KIF14	11	8	17	9	17	5	7	4	3
ENSG00000118194	TNNT2	0.2							0.1	
ENSG00000118197	DDX59	5	8	6	3	4	2	3	2	2
ENSG00000118200	CAMSAP2	8	10	16	10	11	5	14	9	3
ENSG00000118217	ATF6	14	10	15	13	15	6	8	7	6
ENSG00000118242	MREG	4	4	4	2	1	6	6	3	5
ENSG00000118246	FASTKD2	7	9	8	6	10	5	9	7	7
ENSG00000118257	NRP2	3	3	0.1	2	21	7	3	16	9
ENSG00000118260	CREB1	5	5	5	5	6	6	6	4	5
ENSG00000118263	KLF7	6	7		3	7	6	6	3	1
ENSG00000118276	B4GALT6	1	1	0.2	5	3	3	0.8	3	2
ENSG00000118292	C1orf54	2	0.6	0.4	0.5	0.7	0.2	0.7	0.4	0.6
ENSG00000118298	CA14	0.5	0.3	1	0.3	0.3	0.2	0.3	0.4	0.4
ENSG00000118307	CASC1	0.1	0.3		0.1	0.1	0.1		0.1	1
ENSG00000118308	LRMP	1	0.9	0.4				0.6	0.3	0.4
ENSG00000118322	ATP10B	0.1							0.1	
ENSG00000118363	SPCS2	42	24	15	17	17	16	32	30	52
ENSG00000118369	USP35	3	2	1	3	2	1	1	0.8	3
ENSG00000118402	ELOVL4	0.3	3					0.4		1
ENSG00000118412	CASP8AP2	5	4	7	4	4	3	5	2	3
ENSG00000118418	HMGN3	54	81	36	49	25	49	18	29	64
ENSG00000118420	UBE3D	0.4	0.6	0.8	0.5	0.2	0.8	0.4	0.3	0.5
ENSG00000118454	ANKRD13C	6	7	7	4	5	10	4	5	3
ENSG00000118482	PHF3	10	7	13	19	11	7	7	6	8
ENSG00000118491	ZC2HC1B						0.1			0.1
ENSG00000118495	PLAGL1	3	2		0.1		2	0.1		3
ENSG00000118496	FBXO30	2	2	5	4	4	2	3	1	2
ENSG00000118503	TNFAIP3	5	11	0.8	6	3	27	9	7	2
ENSG00000118507	AKAP7	1	0.8	2	2	0.7	0.1	1	0.3	1
ENSG00000118508	RAB32	19	7	29	58	21	19	8	14	10
ENSG00000118513	MYB	0.5	0.6	0.6	0.4	0.1	0.1	1	0.2	0.7
ENSG00000118514	ALDH8A1		0.1	0.5	0.1					0.1
ENSG00000118515	SGK1	0.9	6	46	3	2	21	0.9	1	0.2
ENSG00000118518	RNF146	6	4	6	9	8	4	4	3	8
ENSG00000118523	CTGF	5	9	0.7	95	19	5	0.6	10	4
ENSG00000118557	PMFBP1	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1
ENSG00000118564	FBXL5	6	6	8	18	8	6	5	6	11
ENSG00000118579	MED28	5	5	4	4	2	4	2	3	6
ENSG00000118596	SLC16A7	0.6	0.1	0.1	2	2	1	1	2	
ENSG00000118600	TMEM5	2	6	2	2	4	4	4	6	5
ENSG00000118620	ZNF430	0.7	0.1	2	1	1	2	2	1	1
ENSG00000118640	VAMP8	70	117	15	41	90	61	74	93	94
ENSG00000118655	DCLRE1B	5	6	6	3	5	7	5	5	2
ENSG00000118680	MYL12B	249	368	181	288	179	427	213	200	385
ENSG00000118689	FOXO3	14	7	5	10	11	12	6	5	6
ENSG00000118690	ARMC2	0.3	0.7	1	0.5	0.3	0.3	0.2	0.2	0.8
ENSG00000118705	RPN2	160	223	118	155	233	181	331	200	176
ENSG00000118707	TGIF2	9	11	12	6	3	6	11	4	10
ENSG00000118729	CASQ2		0.7							0.2
ENSG00000118762	PKD2	2	3	2	3	5	2	3	3	4
ENSG00000118777	ABCG2	1	9	0.5	2	1	4	1	3	6
ENSG00000118785	SPP1	0.1	10				51	0.1		0.4
ENSG00000118804	STBD1	0.6	0.9	0.4	0.4	0.9	0.5	0.5	0.8	1
ENSG00000118816	CCNI	45	50	83	38	35	45	48	34	70
ENSG00000118849	RARRES1	6			2	3	0.6	2	28	0.4
ENSG00000118855	MFSD1	10	6		12	16	4	13	20	6
ENSG00000118873	RAB3GAP2	7	7	10	5	8	3	5	4	4
ENSG00000118894	EEF2KMT	4	6	5	3	10	4	7	10	14
ENSG00000118898	PPL	41	65	0.1	18	176	35	23	2	60
ENSG00000118900	UBN1	13	17	8	14	34	12	14	17	11
ENSG00000118922	KLF12	0.6	0.3		3	7	3	2	2	2
ENSG00000118939	UCHL3	4	6	3	6	10	9	5	7	4
ENSG00000118946	PCDH17	0.2								
ENSG00000118960	HS1BP3	2	3	3	3	1	1	2	3	3
ENSG00000118961	LDAH	2	0.1	5	3	3	3	4	3	4
ENSG00000118965	WDR35	1	1	11	5	2	2	4	3	2
ENSG00000118971	CCND2		8	0.1	1					1
ENSG00000118976	OTUD4P1	0.2	0.1	0.1	0.1	0.1			0.1	0.1
ENSG00000118985	ELL2	2	11	0.4	20	9	5	23	9	4
ENSG00000118997	DNAH7			0.3						0.3
ENSG00000119004	CYP20A1	1	1	3	2	2	2	2	2	2
ENSG00000119013	NDUFB3	23	41	56	24	29	21	28	62	38
ENSG00000119041	GTF3C3	6	7	15	6	8	6	6	7	6
ENSG00000119042	SATB2	0.5	0.6	0.5	4	3	1	0.8	3	0.8
ENSG00000119048	UBE2B	12	14	16	15	11	13	9	11	17
ENSG00000119121	TRPM6		0.4					0.1		0.3
ENSG00000119125	GDA	48	10		3	1	19	8	17	0.7
ENSG00000119138	KLF9	0.7	0.9	7	1	1	0.1	0.7	0.4	0.5
ENSG00000119139	TJP2	90	29	0.2	26	51	41	23	36	42
ENSG00000119185	ITGB1BP1	5	9	11	11	7	7	8	11	5
ENSG00000119203	CPSF3	17	15	35	17	13	14	20	18	18
ENSG00000119227	PIGZ	0.6	0.6	4	1	1	0.3	1	3	0.9
ENSG00000119231	SENP5	6	6	10	7	6	4	6	7	5
ENSG00000119242	CCDC92	1	2	1	3	3	2	1	1	2
ENSG00000119280	C1orf198	11	8	6	4	7	5	7	5	14
ENSG00000119285	HEATR1	18	16	30	10	13	9	13	11	6
ENSG00000119314	PTBP3	43	30	19	16	33	30	45	16	26
ENSG00000119318	RAD23B	62	116	74	55	106	85	72	45	69
ENSG00000119321	FKBP15	6	6	7	7	12	5	6	5	6
ENSG00000119326	CTNNAL1	41	29	43	64	107	50	32	36	35
ENSG00000119328	FAM206A	6	15	11	7	11	5	9	10	7
ENSG00000119333	WDR34	42	60	39	60	117	48	46	64	93
ENSG00000119335	SET	153	215	230	207	252	192	193	145	184
ENSG00000119383	PPP2R4	27	34	55	44	78	45	42	40	51
ENSG00000119392	GLE1	20	32	28	32	54	33	33	18	20
ENSG00000119396	RAB14	35	32	26	33	68	35	34	25	37
ENSG00000119397	CNTRL	7	5	10	8	9	2	3	1	7
ENSG00000119401	TRIM32	8	9	10	6	12	8	9	6	10
ENSG00000119402	FBXW2	8	8	11	9	11	8	8	6	7
ENSG00000119403	PHF19	11	16	18	33	35	25	13	19	14
ENSG00000119408	NEK6	17	17	10	22	36	15	16	26	21
ENSG00000119411	BSPRY	14	14	0.1		0.3	1	3		8
ENSG00000119414	PPP6C	17	23	26	24	28	16	13	13	13
ENSG00000119421	NDUFA8	38	84	83	55	66	56	60	46	82
ENSG00000119431	HDHD3	14	9	4	2	6	5	4	16	10
ENSG00000119440	LCN1P1	0.1	0.1							
ENSG00000119446	RBM18	7	9	8	8	10	8	5	5	7
ENSG00000119457	SLC46A2	0.2			0.1					0.1
ENSG00000119471	HSDL2	23	14	45	27	26	15	24	22	13
ENSG00000119487	MAPKAP1	18	20	19	22	33	19	18	21	17
ENSG00000119508	NR4A3	0.1	0.1		0.2	0.1	0.1		0.1	
ENSG00000119509	INVS	2	4	3	3	4	4	2	1	3
ENSG00000119514	GALNT12	16	7	1	1	31	18	7	15	25
ENSG00000119522	DENND1A	2	4	6	5	6	7	3	3	4
ENSG00000119523	ALG2	11	17	14	10	23	11	18	14	18
ENSG00000119537	KDSR	5	3	7	4	6	10	4	4	5
ENSG00000119541	VPS4B	20	10	18	9	15	31	11	8	18
ENSG00000119547	ONECUT2	16	0.1	2	4	3	2	0.2	0.5	
ENSG00000119559	C19orf25	3	3	2	5	5	4	3	5	5
ENSG00000119574	ZBTB45	4	6	3	3	5	6	4	6	6
ENSG00000119596	YLPM1	7	10	14	11	11	9	20	8	9
ENSG00000119599	DCAF4	2	4	4	4	3	6	5	2	4
ENSG00000119608	PROX2		0.1		0.1	0.1		0.1		
ENSG00000119616	FCF1	12	20	19	17	21	19	26	19	18
ENSG00000119630	PGF	0.1	0.5	0.3	0.9	0.1	11	0.8	0.6	1
ENSG00000119632	IFI27L2	6	4	4	8	4	4	26	15	29
ENSG00000119636	BBOF1	0.1	2	0.3	0.5	0.6	0.2	0.4	0.3	0.9
ENSG00000119638	NEK9	6	4	16	10	13	11	9	12	11
ENSG00000119640	ACYP1	5	8	9	7	4	6	11	5	5
ENSG00000119650	IFT43	2	5	3	2	2	2	4	2	6
ENSG00000119655	NPC2	28	40	30	40	64	54	116	20	70
ENSG00000119661	DNAL1	0.9	2	1	2	2	1	2	1	2
ENSG00000119669	IRF2BPL	4	14	11	9	16	18	30	12	25
ENSG00000119673	ACOT2	5	6	10	11	12	7	16	9	11
ENSG00000119681	LTBP2	2	2	4	7	17	8	23	4	21
ENSG00000119682	AREL1	9	11	11	13	12	10	19	13	15
ENSG00000119684	MLH3	2	3	3	4	3	2	4	5	4
ENSG00000119685	TTLL5	3	6	4	6	4	4	5	3	6
ENSG00000119686	FLVCR2	0.3	1	0.4	0.9	0.1	3	0.1	2	0.8
ENSG00000119688	ABCD4	3	4	3	6	3	4	6	6	8
ENSG00000119689	DLST	30	38	35	37	36	51	68	63	41
ENSG00000119698	PPP4R4		0.3	0.2	0.8	0.8	0.1	4		0.6
ENSG00000119699	TGFB3	0.3	0.5	0.9	1	0.8	0.4	0.3	0.4	12
ENSG00000119703	ZC2HC1C	0.4	0.9	1	0.8	0.7	0.6	0.4	0.8	2
ENSG00000119705	SLIRP	9	26	28	12	8	18	36	27	21
ENSG00000119707	RBM25	18	16	20	20	15	15	26	21	12
ENSG00000119711	ALDH6A1	3	4	6	3	3	3	3	2	3
ENSG00000119714	GPR68	0.6	0.1		1	0.2	0.3	0.7	0.3	2
ENSG00000119715	ESRRB		0.1							
ENSG00000119718	EIF2B2	6	11	4	10	7	9	16	13	10
ENSG00000119720	NRDE2	1	1	0.8	0.9	1	1	2	1	2
ENSG00000119723	COQ6	1	2	1	2	2	2	4	2	2
ENSG00000119725	ZNF410	0.5	0.6	0.5	0.6	0.7	0.7	0.8	0.7	0.5
ENSG00000119729	RHOQ	2	3	8	10	4	3	3	2	3
ENSG00000119737	GPR75	0.4	0.9	0.7	2	0.8	0.4	1	0.7	0.4
ENSG00000119760	SUPT7L	7	8	7	8	5	5	8	7	8
ENSG00000119771	KLHL29	1	1	0.3	2	1	1	0.6	0.2	1
ENSG00000119772	DNMT3A	2	2	2	2	0.9	2	1	2	5
ENSG00000119777	TMEM214	13	19	21	24	19	21	23	22	20
ENSG00000119778	ATAD2B	1	2	3	1	1	1	3	1	1
ENSG00000119782	FKBP1B	2	0.2	1	3	0.3	2	0.5	1	1
ENSG00000119787	ATL2	10	13	17	15	15	10	14	12	10
ENSG00000119801	YPEL5	11	8	9	14	11	8	6	5	19
ENSG00000119812	FAM98A	7	10	14	15	10	9	15	10	6
ENSG00000119820	YIPF4	4	2	5	3	3	3	3	4	4
ENSG00000119844	AFTPH	7	12	6	5	5	5	7	5	8
ENSG00000119862	LGALSL	0.8	4	2	3	2	6	5	1	3
ENSG00000119865	CNRIP1		0.1	0.1			0.1			
ENSG00000119866	BCL11A		0.7							
ENSG00000119878	CRIPT	5	6	6	5	3	6	5	4	7
ENSG00000119888	EPCAM	127	110	0.1	9	28	147	85	48	228
ENSG00000119899	SLC17A5	3	3	6	7	8	17	1	3	6
ENSG00000119900	OGFRL1	2	2	11	5	7	3	0.5	2	3
ENSG00000119906	SLF2	4	5	8	9	7	9	6	5	6
ENSG00000119912	IDE	8	11	10	17	9	16	7	9	11
ENSG00000119913	TECTB								0.1	
ENSG00000119915	ELOVL3	0.4	0.6	0.1	0.6	0.1	0.4	0.4	0.1	0.2
ENSG00000119917	IFIT3	24	8	12	8	6	10	3	9	26
ENSG00000119919	NKX2-3		0.2				0.2	0.1		0.1
ENSG00000119922	IFIT2	20	5	13	7	5	4	1	9	9
ENSG00000119927	GPAM	2	4	4	4	2	3	3	2	2
ENSG00000119929	CUTC	5	9	15	9	6	19	4	9	7
ENSG00000119938	PPP1R3C	0.1	6		10	6	7	0.1	7	0.7
ENSG00000119943	PYROXD2	2	3		8	4	1	2	6	8
ENSG00000119946	CNNM1	1	2	2		1	3	3		2
ENSG00000119950	MXI1	3	3	3	3	2	4	1	0.6	4
ENSG00000119953	SMNDC1	7	8	11	11	7	12	6	8	11
ENSG00000119965	C10orf88	2	2	4	5	2	1	2	2	4
ENSG00000119969	HELLS	5	8	7	5	3	4	7	4	7
ENSG00000119977	TCTN3	11	16	23	18	14	18	13	16	24
ENSG00000119979	FAM45A	3	4	7	5	3	3	2	4	5
ENSG00000119986	AVPI1	13	10	9	12	13	51	14	27	16
ENSG00000120008	WDR11	7	4	7	11	6	3	5	8	8
ENSG00000120029	C10orf76	5	9	6	7	5	7	5	6	11
ENSG00000120049	KCNIP2	0.3	0.2	0.3	0.9	0.4	0.3	0.4	0.7	0.3
ENSG00000120051	CFAP58	0.1	0.2			0.1	0.2			0.3
ENSG00000120053	GOT1	20	40	36	40	36	49	28	27	43
ENSG00000120055	C10orf95	0.8	0.5	0.3	0.4	0.6	0.6	1	0.2	0.9
ENSG00000120057	SFRP5	0.7	0.1				8		0.1	0.5
ENSG00000120063	GNA13	19	18	20	21	15	9	9	30	15
ENSG00000120068	HOXB8	11		45	0.6	0.6	23	0.1	3	0.7
ENSG00000120071	KANSL1	7	4	4	3	3	3	3	4	6
ENSG00000120075	HOXB5	15	0.1	10	5	4	3		6	0.3
ENSG00000120088	CRHR1		0.1							
ENSG00000120093	HOXB3	20	0.5	3	2	5	6	3	5	4
ENSG00000120129	DUSP1	6	12	13	15	3	24	3	46	5
ENSG00000120137	PANK3	9	9	13	10	6	7	9	5	8
ENSG00000120149	MSX2	1	9	2	7	2	2	9	3	3
ENSG00000120156	TEK	0.1			0.1	0.5				
ENSG00000120158	RCL1	10	7	4	2	6	3	8	3	2
ENSG00000120159	CAAP1	0.2	5	7	8	10	4	9	5	29
ENSG00000120162	MOB3B	3	2		0.2	0.1	3	3	0.7	
ENSG00000120210	INSL6	0.1	0.1	0.1	0.1			0.1		
ENSG00000120211	INSL4	0.1	0.7							
ENSG00000120215	MLANA	0.2	0.2	0.3	0.1	0.2	0.1	0.1	0.1	0.1
ENSG00000120217	CD274	4	2	1	4	5	10	6	0.2	2
ENSG00000120253	NUP43	13	11	19	13	8	12	15	8	9
ENSG00000120254	MTHFD1L	20	15	15	16	20	14	11	8	11
ENSG00000120256	LRP11	12	20	12	28	33	47	22	23	35
ENSG00000120262	CCDC170	0.1								0.1
ENSG00000120265	PCMT1	19	20	42	26	30	19	27	20	23
ENSG00000120278	PLEKHG1	5	0.7		0.4	1	0.1	1	0.4	3
ENSG00000120279	MYCT1							0.1		
ENSG00000120306	CYSTM1	71	14	11	14	6	6	24	64	11
ENSG00000120314	WDR55	8	7	6	7	6	5	8	11	8
ENSG00000120318	ARAP3	4	10	3	9	10	7	11	13	9
ENSG00000120322	PCDHB8	1	0.1		2	4	0.5	0.9		6
ENSG00000120324	PCDHB10	0.2		0.1	1	1	0.4	0.1	0.9	0.9
ENSG00000120327	PCDHB14	0.5	0.2	0.4	1	0.9	0.3	2	1	1
ENSG00000120328	PCDHB12			0.1	0.2		0.2	0.8	0.2	0.3
ENSG00000120332	TNN							0.1		
ENSG00000120333	MRPS14	11	12	13	6	7	6	9	7	7
ENSG00000120334	CENPL	5	4	4	3	5	3	4	4	2
ENSG00000120337	TNFSF18	0.1	0.5	14	0.1	0.2	0.2			0.1
ENSG00000120341	SEC16B	0.1							0.1	0.1
ENSG00000120370	GORAB	4	4	3	2	3	1	2	2	2
ENSG00000120437	ACAT2	16	12	17	16	6	35	13	5	16
ENSG00000120438	TCP1	64	76	127	84	50	93	95	51	59
ENSG00000120440	TTLL2						0.1			0.4
ENSG00000120451	SNX19	17	16	10	15	17	8	14	8	20
ENSG00000120457	KCNJ5		0.1		0.2	0.5		0.1	0.1	1
ENSG00000120458	MSANTD2	3	2	1	4	3	2	5	3	2
ENSG00000120471	TP53AIP1		0.1					0.1		
ENSG00000120500	ARR3	0.4	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.2
ENSG00000120509	PDZD11	36	44	45	34	27	18	34	21	43
ENSG00000120519	SLC10A7	2	1	0.5	2	1	1	1	1	0.9
ENSG00000120526	NUDCD1	10	12	8	18	9	12	8	11	13
ENSG00000120533	ENY2	6	11	7	11	7	9	5	11	18
ENSG00000120539	MASTL	13	12	13	11	9	7	5	7	5
ENSG00000120549	KIAA1217	6	5	0.7	13	9	3	8	2	12
ENSG00000120555	SEPT7P9		0.1	0.1	0.1	0.1	0.1	0.1		
ENSG00000120594	PLXDC2	1	0.1		0.1		0.3			
ENSG00000120616	EPC1	2	0.7	2	2	3	1	2	2	1
ENSG00000120645	IQSEC3			0.1				0.1		0.3
ENSG00000120647	CCDC77	5	6	12	12	4	2	2	1	3
ENSG00000120656	TAF12	6	9	18	7	5	6	7	7	7
ENSG00000120658	ENOX1		0.4	0.1	1	1	4			0.1
ENSG00000120659	TNFSF11	2								
ENSG00000120662	MTRF1	3	2	2	4	3	3	2	3	2
ENSG00000120664	SPG20-AS1		0.1		0.6	0.1		0.1	0.5	0.2
ENSG00000120669	SOHLH2				0.4	0.2				
ENSG00000120675	DNAJC15	3	1	4	8	5	30	3	8	7
ENSG00000120685	PROSER1	12	11	7	17	11	12	8	10	9
ENSG00000120686	UFM1	13	12	9	23	29	20	10	23	12
ENSG00000120688	WBP4	7	8	5	14	8	11	5	6	8
ENSG00000120690	ELF1	17	9	4	15	19	19	14	16	16
ENSG00000120693	SMAD9	0.1	0.1	2	0.3	0.1	0.1	0.1		0.1
ENSG00000120694	HSPH1	25	51	76	96	89	75	54	41	52
ENSG00000120696	KBTBD7	2	2	3	3	3	3	3	3	4
ENSG00000120697	ALG5	10	9	9	13	11	15	13	28	12
ENSG00000120699	EXOSC8	10	11	12	18	16	20	10	17	8
ENSG00000120705	ETF1	34	59	87	51	35	31	54	51	44
ENSG00000120708	TGFBI	10	74	1	11	88	48	58	137	123
ENSG00000120709	FAM53C	6	12	15	8	6	5	6	5	9
ENSG00000120725	SIL1	7	5	10	7	6	4	11	10	19
ENSG00000120727	PAIP2	17	28	31	22	11	15	13	15	21
ENSG00000120729	MYOT			0.1	0.1	0.1		0.3	0.1	0.4
ENSG00000120733	KDM3B	19	19	29	20	19	14	13	12	21
ENSG00000120738	EGR1	2	40	65	0.6	1	3	6	5	12
ENSG00000120742	SERP1	25	19	23	21	22	21	31	36	25
ENSG00000120756	PLS1	32	6	2	6	7	9	10	24	25
ENSG00000120784	ZFP30	0.1	0.1	3	1	1	0.1	0.2	0.7	1
ENSG00000120798	NR2C1	5	3	3	3	2	6	3	4	5
ENSG00000120800	UTP20	9	9	10	7	8	6	8	8	3
ENSG00000120802	TMPO	45	27	32	21	31	30	31	38	34
ENSG00000120805	ARL1	9	16	11	11	10	11	9	12	11
ENSG00000120820	GLT8D2	0.1	0.2		0.1	0.2	0.1	0.1	0.2	0.4
ENSG00000120832	MTERF2	2	3	3	2	1	1	1	0.9	2
ENSG00000120833	SOCS2	0.4	0.8	0.1	3	1	3	2	0.1	0.3
ENSG00000120837	NFYB	5	10	7	5	7	7	6	7	7
ENSG00000120860	CCDC53	6	6	4	6	7	6	3	5	8
ENSG00000120868	APAF1	7	2	3	3	3	3	5	4	3
ENSG00000120875	DUSP4	13	12	0.1	24	40	82	8	26	48
ENSG00000120885	CLU	0.9	30	22	19	30	11	2	24	17
ENSG00000120889	TNFRSF10B	17	14	24	27	23	24	11	17	17
ENSG00000120896	SORBS3	9	6	16	22	27	28	9	15	8
ENSG00000120899	PTK2B	6	11	0.4	2	8	16	14	4	6
ENSG00000120907	ADRA1A	0.1	0.1		0.1	0.1				
ENSG00000120910	PPP3CC	1	1	4	6	5	4	2	4	2
ENSG00000120913	PDLIM2	1	0.9	1	1	3	0.5	0.6	2	0.7
ENSG00000120915	EPHX2	0.1	2	4	0.1	0.3	2	0.8	3	1
ENSG00000120925	RNF170	2	1	3	2	2	3	2	4	2
ENSG00000120937	NPPB	3	0.4		2		11			
ENSG00000120942	UBIAD1	5	4	8	6	4	5	7	6	4
ENSG00000120948	TARDBP	26	27	35	28	24	26	27	23	24
ENSG00000120949	TNFRSF8		0.1		0.4					0.1
ENSG00000120963	ZNF706	5	10	5	5	8	10	6	9	7
ENSG00000120992	LYPLA1	24	46	27	31	19	32	15	27	24
ENSG00000121005	CRISPLD1	0.3	0.4							
ENSG00000121022	COPS5	6	13	8	6	7	10	4	11	11
ENSG00000121039	RDH10	5	11	1	4	3	4	2	7	8
ENSG00000121053	EPX			0.1		0.1	0.2		0.1	0.1
ENSG00000121057	AKAP1	32	14	17	21	19	15	16	47	19
ENSG00000121058	COIL	13	12	10	8	7	7	7	12	11
ENSG00000121060	TRIM25	55	25	22	31	32	31	23	26	34
ENSG00000121064	SCPEP1	3	9	6	10	3	1	7	6	5
ENSG00000121067	SPOP	11	7	8	7	7	5	6	9	12
ENSG00000121068	TBX2	0.1	0.3	4	1	0.1		0.7	0.1	1
ENSG00000121073	SLC35B1	9	11	6	7	7	6	9	18	12
ENSG00000121075	TBX4			0.3					0.1	0.2
ENSG00000121089	NACA3P	0.4	0.1		0.2	0.1		0.3	0.2	0.4
ENSG00000121101	TEX14		0.1						0.1	
ENSG00000121104	FAM117A	6	2	1	1	1	1	1	0.8	4
ENSG00000121152	NCAPH	17	31	24	25	21	18	25	13	21
ENSG00000121207	LRAT	0.1	0.3		0.1			0.2		0.1
ENSG00000121210	KIAA0922	2	4	4	4	2	1	2	1	4
ENSG00000121211	MND1	4	7	12	5	6	6	7	4	9
ENSG00000121236	TRIM6	0.3	7		0.9	4		1	0.6	2
ENSG00000121270	ABCC11							0.2	0.2	0.4
ENSG00000121274	PAPD5	2	4	5	3	6	3	3	3	2
ENSG00000121281	ADCY7	1	2	4	4	14	4	5	5	2
ENSG00000121289	CEP89	2	5	6	6	7	3	5	4	9
ENSG00000121297	TSHZ3		0.5	0.1						
ENSG00000121310	ECHDC2	2	0.6	1	1	0.3	2	0.2	2	1
ENSG00000121316	PLBD1	48	3	42	14	7	13	9	19	13
ENSG00000121318	TAS2R10		0.1		0.3			0.1		
ENSG00000121350	PYROXD1	3	2	2	2	2	1	2	2	1
ENSG00000121351	IAPP	0.2	0.1	0.1	0.2	0.2	0.2	0.1	0.2	0.1
ENSG00000121380	BCL2L14	1	0.3		0.1	0.1	0.1	0.1	0.2	3
ENSG00000121390	PSPC1	16	17	16	20	14	17	22	15	19
ENSG00000121406	ZNF549	0.8	0.1	0.5	1	1	0.1	0.6	1	1
ENSG00000121410	A1BG	0.1	0.1			0.1				
ENSG00000121413	ZSCAN18	0.5		1	3	2				2
ENSG00000121417	ZNF211	1	2	2	4	3	4	5	2	3
ENSG00000121454	LHX4	0.6	0.8	0.3	0.5	0.3	0.3	0.4	0.2	0.1
